"TABLE_NAME"	"INDEX_NAME"	"INDEX_TYPE"	"UNIQUENESS"	"STATUS"	"VISIBILITY"	"PARTITIONED"	"COLUMN_POSITION"	"COLUMN_NAME"	"DESCEND"	"COLUMN_EXPRESSION"	"BLEVEL"	"LEAF_BLOCKS"	"DISTINCT_KEYS"	"AVG_LEAF_BLOCKS_PER_KEY"	"AVG_DATA_BLOCKS_PER_KEY"	"CLUSTERING_FACTOR"	"NUM_ROWS"	"SAMPLE_SIZE"	"LAST_ANALYZED"
"SPL_SEC"	"IX_SPLSEC_LCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	34180	2514176	1	1	2914380	3606873	3606873	20-JUL-26
"SPL_SEC"	"IX_SPLSEC_PARENTSEC"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PARENT_SEC_GUID"	"ASC"	""	2	19394	426144	1	1	744298	1546049	1546049	20-JUL-26
"SPL_SEC"	"IX_SPLSEC_SPLIDLCODE"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	30541	2514176	1	1	2040542	3606873	3606873	20-JUL-26
"SPL_SEC"	"IX_SPLSEC_SPLIDLCODE"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"LOINC_CODE"	"ASC"	""	2	30541	2514176	1	1	2040542	3606873	3606873	20-JUL-26
"SPL_SEC"	"PK_SPLSEC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ID"	"ASC"	""	2	14925	3606873	1	1	927237	3606873	3606873	20-JUL-26
"SPL_SEC_HIGHLIGHT"	"CTXIX_SPLSECHLT_XML"	"FUNCTION-BASED DOMAIN"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SYS_NC00006$"	"ASC"	"SYS_MAKEXML(0,""SYS_NC00005$"")"									04-JUL-26
"SPL_SEC_HIGHLIGHT"	"IX_SPLSECHIGHLIGHT_LCODE"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"LOINC_CODE"	"ASC"	""	1	155	12	12	849	10191	10191	10191	04-JUL-26
"SPL_SEC_HIGHLIGHT"	"IX_SPLSECHIGHLIGHT_LCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"LOINC_CODE"	"ASC"	""	2	2347	207602	1	1	203659	207624	207624	04-JUL-26
"SPL_SEC_HIGHLIGHT"	"IX_SPLSECHIGHLIGHT_LCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	2347	207602	1	1	203659	207624	207624	04-JUL-26
"SPL_SEC_HIGHLIGHT"	"IX_SPLSECHIGHLIGHT_SPLIDLCODE"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2082	207602	1	1	119432	207624	207624	04-JUL-26
"SPL_SEC_HIGHLIGHT"	"IX_SPLSECHIGHLIGHT_SPLIDLCODE"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"LOINC_CODE"	"ASC"	""	2	2082	207602	1	1	119432	207624	207624	04-JUL-26
"SPL_SEC_HIGHLIGHT"	"PK_SPLSECHIGHLIGHT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ID"	"ASC"	""	2	940	207624	1	1	59896	207624	207624	04-JUL-26
"SPL_SEC_MEDDRA_LLT_OCC"	"IX_SPLSECMEDDRALLTOCC_LLTSECT"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"LLT_CODE"	"ASC"	""	3	139296	98180	1	192	18923255	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"IX_SPLSECMEDDRALLTOCC_LLTSECT"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SEC_TYPE_CODE"	"ASC"	""	3	139296	98180	1	192	18923255	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"IX_SPLSECMEDDRALLTOCC_SECTYPE"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SEC_TYPE_CODE"	"ASC"	""	2	106521	98	1086	14971	1467212	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SET_ID"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SEC_TYPE_CODE"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"SEC_GUID"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	4	"LLT_CODE"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	5	"START_IX"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_SEC_MEDDRA_LLT_OCC"	"PK_SPLSECMEDDRALLTOCC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	6	"END_IX"	"ASC"	""	3	648247	29377540	1	1	9216200	29377540	29377540	02-AUG-26
"SPL_TAG"	"IX_SPLTAG_ISPUBLIC"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"IS_PUBLIC"	"ASC"	""	0	1	1	1	1	1	1	1	13-OCT-22
"SPL_TAG"	"IX_SPLTAG_TAG"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"TAG"	"ASC"	""	0	1	3	1	1	3	3	3	13-OCT-22
"SPL_TAG"	"IX_SPLTAG_USERNAME"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"OWNER"	"ASC"	""	0	1	2	1	1	2	2	2	13-OCT-22
"SPL_TAG"	"PK_SPLTAG"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	0	1	3	1	1	1	3	3	13-OCT-22
"SPL_TAG"	"PK_SPLTAG"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"OWNER"	"ASC"	""	0	1	3	1	1	1	3	3	13-OCT-22
"SPL_TAG"	"PK_SPLTAG"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"TAG"	"ASC"	""	0	1	3	1	1	1	3	3	13-OCT-22
"SUM_SPL"	"IX_SUMSPL_DOCTYPECODE_BM"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"DOCUMENT_TYPE_LOINC_CODE"	"ASC"	""	1	25	33	1	1	52	52	52	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_DOCTYPESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"DOCUMENT_TYPE_LOINC_CODE"	"ASC"	""	2	2497	160178	1	1	17572	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_DOCTYPESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	2497	160178	1	1	17572	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_EFFTIME"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"EFF_TIME"	"ASC"	""	2	2424	5847	1	11	66499	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_GUID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_GUID"	"ASC"	""	2	3518	160178	1	1	141286	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_ORG"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"AUTHOR_ORG_NORMD_NAME"	"ASC"	""	2	3709	16077	1	6	98379	160055	160055	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_ORGRANK"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ORG_CURRENCY_RANK"	"ASC"	""	2	1020	4462	1	31	142762	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_PRODGNAMEETIME"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NORMD_GENERIC_NAMES"	"ASC"	""	2	3625	112166	1	1	132987	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_PRODGNAMEETIME"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"EFF_TIME"	"ASC"	""	2	3625	112166	1	1	132987	160178	160178	02-AUG-26
"SUM_SPL"	"IX_SUMSPL_SETID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SET_ID"	"ASC"	""	2	2535	160178	1	1	149148	160178	160178	02-AUG-26
"SUM_SPL"	"PK_SUMSPL"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	1	576	160178	1	1	14251	160178	160178	02-AUG-26
"SUM_SPL"	"SUM_SPL_IDX_ON_ACT_INGR"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ACT_INGR_UNIIS"	"ASC"	""	2	569	14442	1	1	14453	14453	14453	02-AUG-26
"SUM_SPL_ACT_INGR_NAME"	"IX_SUMSPLACTINGRNM_NAMESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SUBSTANCE_NAME"	"ASC"	""	2	5139	306090	1	1	299571	306090	306090	02-AUG-26
"SUM_SPL_ACT_INGR_NAME"	"IX_SUMSPLACTINGRNM_NAMESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	5139	306090	1	1	299571	306090	306090	02-AUG-26
"SUM_SPL_ACT_INGR_NAME"	"PK_SUMSPLACTINGRNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2757	306090	1	1	289043	306090	306090	02-AUG-26
"SUM_SPL_ACT_INGR_NAME"	"PK_SUMSPLACTINGRNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SUBSTANCE_NAME"	"ASC"	""	2	2757	306090	1	1	289043	306090	306090	02-AUG-26
"SUM_SPL_ACT_INGR_UNII"	"IX_SUMSPLACTINGRCD_CODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"UNII"	"ASC"	""	2	4103	306005	1	1	294541	306005	306005	05-AUG-26
"SUM_SPL_ACT_INGR_UNII"	"IX_SUMSPLACTINGRCD_CODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	4103	306005	1	1	294541	306005	306005	05-AUG-26
"SUM_SPL_ACT_INGR_UNII"	"PK_SUMSPLACTINGRCD"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2208	306005	1	1	273846	306005	306005	05-AUG-26
"SUM_SPL_ACT_INGR_UNII"	"PK_SUMSPLACTINGRCD"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"UNII"	"ASC"	""	2	2208	306005	1	1	273846	306005	306005	05-AUG-26
"SUM_SPL_ACT_MOIETY_NAME"	"IX_SUMSPLACTMOIETYNAME_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ACTIVE_MOIETY_NAME"	"ASC"	""	2	4815	309566	1	1	303915	309566	309566	02-AUG-26
"SUM_SPL_ACT_MOIETY_NAME"	"IX_SUMSPLACTMOIETYNAME_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	4815	309566	1	1	303915	309566	309566	02-AUG-26
"SUM_SPL_ACT_MOIETY_NAME"	"PK_SUMSPLACTMOIETYNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2608	309566	1	1	294375	309566	309566	02-AUG-26
"SUM_SPL_ACT_MOIETY_NAME"	"PK_SUMSPLACTMOIETYNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"ACTIVE_MOIETY_NAME"	"ASC"	""	2	2608	309566	1	1	294375	309566	309566	02-AUG-26
"SUM_SPL_ACT_MOIETY_UNII"	"IX_SUMSPLACTMOIETYUNII_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ACTIVE_MOIETY_UNII"	"ASC"	""	2	4222	309472	1	1	303230	309472	309472	02-AUG-26
"SUM_SPL_ACT_MOIETY_UNII"	"IX_SUMSPLACTMOIETYUNII_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	4222	309472	1	1	303230	309472	309472	02-AUG-26
"SUM_SPL_ACT_MOIETY_UNII"	"PK_SUMSPLACTMOIETYUNII"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2256	309472	1	1	294155	309472	309472	02-AUG-26
"SUM_SPL_ACT_MOIETY_UNII"	"PK_SUMSPLACTMOIETYUNII"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"ACTIVE_MOIETY_UNII"	"ASC"	""	2	2256	309472	1	1	294155	309472	309472	02-AUG-26
"SUM_SPL_DOSAGEFORM"	"IX_SUMSPLDFORM_DFORMCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NCIT_FORM_CODE"	"ASC"	""	2	2223	160699	1	1	149201	160699	160699	02-AUG-26
"SUM_SPL_DOSAGEFORM"	"IX_SUMSPLDFORM_DFORMCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	2223	160699	1	1	149201	160699	160699	02-AUG-26
"SUM_SPL_DOSAGEFORM"	"PK_SUMSPLDFORM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1049	160699	1	1	142926	160699	160699	02-AUG-26
"SUM_SPL_DOSAGEFORM"	"PK_SUMSPLDFORM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NCIT_FORM_CODE"	"ASC"	""	2	1049	160699	1	1	142926	160699	160699	02-AUG-26
"SUM_SPL_EPC"	"IDX_SUM_SPL_EPC_ID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1514	159696	1	1	42445	160178	160178	02-AUG-26
"SUM_SPL_EPC"	"IDX_SUM_SPL_EPC_SETID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SET_ID"	"ASC"	""	2	2537	160178	1	1	149421	160178	160178	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_GENPRODORGRANK"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"GENPRODORG_EFF_TIME_RANK"	"ASC"	""	2	1171	532	2	84	44759	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_GENPRODRANK"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"GENPROD_EFF_TIME_RANK"	"ASC"	""	2	1128	9791	1	12	119263	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_ORG"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"NORMD_ORG"	"ASC"	""	2	2163	16056	1	1	6690	165037	165037	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_ORGRANK"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"ORG_EFF_TIME_RANK"	"ASC"	""	2	1102	4464	1	28	129131	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_PRODORG"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	4244	86399	1	1	110150	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_PRODORG"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"NORMD_ORG"	"ASC"	""	2	4244	86399	1	1	110150	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"IX_SPLGENPROD_SPLGUID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_GUID"	"ASC"	""	2	3712	159936	1	1	138151	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"PK_SUMSPLGENPROD"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2085	165060	1	1	122337	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD"	"PK_SUMSPLGENPROD"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	2085	165060	1	1	122337	165060	165060	02-AUG-26
"SUM_SPL_GEN_PROD_ACT_INGR_UNII"	"IX_SUMSPLGENPRODAIC_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	4	16479	160896	1	1	274474	311520	311520	02-AUG-26
"SUM_SPL_GEN_PROD_ACT_INGR_UNII"	"IX_SUMSPLGENPRODAIC_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	4	16479	160896	1	1	274474	311520	311520	02-AUG-26
"SUM_SPL_GEN_PROD_ACT_INGR_UNII"	"PK_SUMSPLGENPRODAIC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	3	8711	311520	1	1	297411	311520	311520	02-AUG-26
"SUM_SPL_GEN_PROD_ACT_INGR_UNII"	"PK_SUMSPLGENPRODAIC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	3	8711	311520	1	1	297411	311520	311520	02-AUG-26
"SUM_SPL_GEN_PROD_ACT_INGR_UNII"	"PK_SUMSPLGENPRODAIC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"UNII"	"ASC"	""	3	8711	311520	1	1	297411	311520	311520	02-AUG-26
"SUM_SPL_GEN_PROD_MKT_ACT"	"IX_SUMSPLGPMKTACT_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	3420	164737	1	1	166599	169899	169899	02-AUG-26
"SUM_SPL_GEN_PROD_MKT_ACT"	"IX_SUMSPLGPMKTACT_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	3420	164737	1	1	166599	169899	169899	02-AUG-26
"SUM_SPL_GEN_PROD_MKT_ACT"	"PK_SUMSPLGENPRODMKTACT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	2794	169899	1	1	160626	169899	169899	02-AUG-26
"SUM_SPL_GEN_PROD_MKT_ACT"	"PK_SUMSPLGENPRODMKTACT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	2794	169899	1	1	160626	169899	169899	02-AUG-26
"SUM_SPL_GEN_PROD_MKT_ACT"	"PK_SUMSPLGENPRODMKTACT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"MARKETING_ACT"	"ASC"	""	2	2794	169899	1	1	160626	169899	169899	02-AUG-26
"SUM_SPL_GEN_PROD_NDC"	"IX_SUMSPLGPNDC_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	4114	165044	1	1	186607	199750	199750	02-AUG-26
"SUM_SPL_GEN_PROD_NDC"	"IX_SUMSPLGPNDC_GNAMESPL"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	4114	165044	1	1	186607	199750	199750	02-AUG-26
"SUM_SPL_GEN_PROD_NDC"	"PK_SUMSPLGENPRODNDC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	3151	199750	1	1	178167	199750	199750	02-AUG-26
"SUM_SPL_GEN_PROD_NDC"	"PK_SUMSPLGENPRODNDC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NORMD_GENERIC_NAME"	"ASC"	""	2	3151	199750	1	1	178167	199750	199750	02-AUG-26
"SUM_SPL_GEN_PROD_NDC"	"PK_SUMSPLGENPRODNDC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"NDC_CODE"	"ASC"	""	2	3151	199750	1	1	178167	199750	199750	02-AUG-26
"SUM_SPL_MKT_ACT"	"PK_SUMSPLMKTACT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1398	164816	1	1	145502	164816	164816	02-AUG-26
"SUM_SPL_MKT_ACT"	"PK_SUMSPLMKTACT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"MARKETING_ACT"	"ASC"	""	2	1398	164816	1	1	145502	164816	164816	02-AUG-26
"SUM_SPL_MKT_CAT"	"IX_SUMSPLMKTCAT_NCITCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"MARKETING_CAT_NCIT_CODE"	"ASC"	""	2	2166	159772	1	1	140187	159772	159772	02-AUG-26
"SUM_SPL_MKT_CAT"	"IX_SUMSPLMKTCAT_NCITCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	2166	159772	1	1	140187	159772	159772	02-AUG-26
"SUM_SPL_MKT_CAT"	"PK_SUMSPLMKTCAT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1059	159772	1	1	139823	159772	159772	02-AUG-26
"SUM_SPL_MKT_CAT"	"PK_SUMSPLMKTCAT"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"MARKETING_CAT_NCIT_CODE"	"ASC"	""	2	1059	159772	1	1	139823	159772	159772	02-AUG-26
"SUM_SPL_NDC"	"IX_SUMSPLNDC_NDCCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NDC_CODE"	"ASC"	""	2	1846	200015	1	1	191346	200015	200015	02-AUG-26
"SUM_SPL_NDC"	"IX_SUMSPLNDC_NDCCODESPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"SPL_ID"	"ASC"	""	2	1846	200015	1	1	191346	200015	200015	02-AUG-26
"SUM_SPL_NDC"	"PK_SUMSPLNDC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1556	200015	1	1	177369	200015	200015	02-AUG-26
"SUM_SPL_NDC"	"PK_SUMSPLNDC"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NDC_CODE"	"ASC"	""	2	1556	200015	1	1	177369	200015	200015	02-AUG-26
"SUM_SPL_NDC"	"SUM_SPL_NDC_IDX"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"PRODUCT_NDC_CODE"	"ASC"	""	2	1501	196992	1	1	191229	200015	200015	02-AUG-26
"SUM_SPL_PRODNAME"	"PK_SUMSPLPRODNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	2	1942	168231	1	1	149837	168231	168231	02-AUG-26
"SUM_SPL_PRODNAME"	"PK_SUMSPLPRODNM"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"PRODUCT_NAME"	"ASC"	""	2	1942	168231	1	1	149837	168231	168231	02-AUG-26
"SUM_SPL_RLD"	"IX_SUM_SPL_RLD_APPLNO"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"APPL_NO"	"ASC"	""	1	21	2474	1	1	3181	3542	3542	02-AUG-26
"SUM_SPL_RLD"	"IX_SUM_SPL_RLD_RLD"	"BITMAP"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"RLD"	"ASC"	""	0	1	1	1	1	1	1	1	02-AUG-26
"SUM_SPL_RLD"	"IX_SUM_SPL_RLD_SPLID"	"NORMAL"	"NONUNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	1	65	3309	1	1	3286	3542	3542	02-AUG-26
"SUM_SPL_RLD"	"SUM_SPL_RLD_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	1	"SPL_ID"	"ASC"	""	1	83	3542	1	1	3301	3542	3542	02-AUG-26
"SUM_SPL_RLD"	"SUM_SPL_RLD_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	2	"APPL_NO"	"ASC"	""	1	83	3542	1	1	3301	3542	3542	02-AUG-26
"SUM_SPL_RLD"	"SUM_SPL_RLD_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	3	"RLD"	"ASC"	""	1	83	3542	1	1	3301	3542	3542	02-AUG-26
"SUM_SPL_RLD"	"SUM_SPL_RLD_PK"	"NORMAL"	"UNIQUE"	"VALID"	"VISIBLE"	"NO"	4	"MARKETING_CAT_NCIT_CODE"	"ASC"	""	1	83	3542	1	1	3301	3542	3542	02-AUG-26
