input_set_id,prior_spl_id,latest_spl_id,prior_is_plr_from_01,latest_is_plr_from_01,both_are_plr_from_01,prior_is_plr_from_xml,latest_is_plr_from_xml,keep_pair_both_plr,prior_contraindications_sections,prior_warnings_sections,prior_adverse_reactions_sections,prior_drug_interactions_sections,latest_contraindications_sections,latest_warnings_sections,latest_adverse_reactions_sections,latest_drug_interactions_sections
56370be6-42a2-4962-acdc-22b7c6e0e7fe,df73a68b-3305-1174-e053-2a95a90afebf,4b33c442-08d0-369d-e063-6394a90a4cb6,True,True,True,True,True,True,1,1,5,1,2,2,5,1
bf8e5993-5ee7-d26d-e053-2a95a90ae5df,e2660080-bbf1-411e-8453-c203aa9ea314,4b312260-7040-713e-e063-6294a90a17f2,True,True,True,True,True,True,1,1,3,1,1,1,3,1
400ac94f-2cf6-bd52-e063-6294a90a4f05,b94665ca-b59d-199d-e053-2a95a90a89ea,4b30ce9b-4170-edc0-e063-6394a90a11d8,True,True,True,True,True,True,1,2,4,1,1,10,4,7
63b3982a-b541-4b0d-99d4-93a673e57d46,e07af86f-aea6-5a91-e053-2a95a90a3795,4b2d4aec-6f5a-2686-e063-6394a90a85f7,True,True,True,True,True,True,1,3,4,1,1,2,5,1
728f3d83-9a63-0c1f-e053-2a91aa0ac7db,d61bf800-8542-75ea-e053-2a95a90aca60,495a6a51-d35d-2b96-e063-6394a90ac5f3,True,True,True,True,True,True,1,1,1,1,1,1,1,1
739f384f-1a69-4953-93a0-aa6a76de0ecc,b3493429-e973-4c38-8e7b-23376075bd20,bce11128-8727-45a2-8ae6-36b875d0aa36,True,True,True,True,True,True,1,1,3,2,1,1,1,1
39f1d020-4359-401b-88a8-ed25eaa40b45,d7b2a60c-b7ac-4353-af15-8f0c5fafd172,4b1fe6f7-f641-ec9a-e063-6394a90a4e04,True,True,True,True,True,True,1,6,3,1,1,1,3,1
4b1cfb2f-2345-af53-e063-6294a90a4ff0,b8dfb680-8a9c-5315-e053-2995a90aa59d,4b1ce29b-201b-66c6-e063-6394a90a62cc,True,True,True,True,True,True,1,1,2,1,1,1,2,1
d7a8761a-d953-413a-e053-2a95a90a60ee,768af325-a1bb-4692-97ce-4853feb356a8,4b1ada65-9911-eacf-e063-6394a90af9d9,True,True,True,True,True,True,1,1,2,0,1,1,3,0
cbff25e5-6fe8-4e44-b10a-8397b3349905,768af325-a1bb-4692-97ce-4853feb356a8,4b1ad850-61b1-d516-e063-6394a90aeea8,True,True,True,True,True,True,1,1,2,0,1,2,3,0
bfc7ab3d-1e0e-4fd9-b6df-09603eb5808c,ef6a8b2a-010d-10dd-e053-2a95a90a1555,4b19f307-5cca-0fd3-e063-6294a90acb77,True,True,True,True,True,True,1,1,1,1,1,1,1,1
5b9a5a36-7814-4d19-b146-01e819676ae2,e38c40c7-f0c6-7143-e053-2a95a90a8519,4577f7c3-f68a-45fb-927b-c3caabce8f30,True,True,True,True,True,True,1,1,3,3,1,1,3,4
1914264b-4c95-4066-91ca-b5c91d8b741e,e38c40c7-f0c6-7143-e053-2a95a90a8519,1234f28a-9808-4ec5-8db7-cf1630c07953,True,True,True,True,True,True,1,1,3,3,1,1,3,4
e873d38c-4bda-4101-be98-85b1601d09f7,e38c40c7-f0c6-7143-e053-2a95a90a8519,03a2891e-3e1d-46d7-ad6a-05eaffac2079,True,True,True,True,True,True,1,1,3,3,1,1,3,4
2c56a437-f6bf-4ac8-b1d9-fc8a605a97e7,14464dfb-94a5-43a1-923e-d462b7ade131,f0824ffa-a9b8-479b-be51-6ce96681f676,True,True,True,True,True,True,2,3,5,1,2,2,4,1
852684dc-e1c6-4caa-bccb-10ac90bbb3bb,8cdb3181-3666-48aa-a197-fb3a1e082e74,70be7336-8f41-4960-b57d-7830ca020481,True,True,True,True,True,True,1,1,1,1,1,1,1,1
851c4cfb-e1f0-4087-b13d-c07c25fea37d,9853c9a4-1176-4ff0-b03e-19f2924fd093,4b057cab-3d60-74b3-e063-6294a90adf6e,True,True,True,True,True,True,2,2,4,1,2,2,4,1
c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f,528a86ce-1037-944a-e934-15846984dd73,da71a915-393d-4af3-9e41-3fd4a25dc652,True,True,True,True,True,True,1,1,5,1,1,1,3,1
9814b76c-87c6-4746-b712-3269352a901b,130f4b5b-eefe-4ce6-8555-c872a8082c17,4af6aac1-9038-92a9-e063-6394a90ab0a1,True,True,True,True,True,True,1,1,4,1,1,2,1,1
17050df5-9e95-4e1b-ac75-34add289b139,2f692050-7ea1-49b8-a19d-3b0134b7aa2a,4af6702a-f722-1549-e063-6294a90a6615,True,True,True,True,True,True,1,1,2,1,1,1,2,1
afd7c91b-3283-49e7-b79f-1c8d0c1a53bd,b5a745c6-dff7-7d08-e053-2995a90a8558,47b0557e-1ff7-4ae8-8636-c2d9478744a1,True,True,True,True,True,True,1,1,1,1,1,1,3,2
b964f555-25d2-47ad-8942-f195f062445c,a838abc8-cd9d-b312-e053-2a95a90a3953,4ad5b64f-c4f3-4aa0-e063-6394a90a8a21,True,True,True,True,True,True,1,2,2,1,1,2,2,1
d5bd3e97-b3f6-4bc2-9fb7-02921be35cdb,6714ab49-287c-460f-84c6-4a2eb909b896,a139d04a-25e0-499f-8bfb-43328f560410,True,True,True,True,True,True,1,1,1,1,1,2,1,1
9111d695-9f3a-4b07-9daa-c1339b16acb3,34723420-dabe-4070-83f1-5de1db603532,4abb620f-2f08-605d-e063-6394a90a9a7e,True,True,True,True,True,True,1,1,3,1,1,2,3,1
915cee37-536c-4761-bdb9-b96c7ee0f956,130f4b5b-eefe-4ce6-8555-c872a8082c17,4ab8d0dd-0947-3d29-e063-6294a90ab17a,True,True,True,True,True,True,1,1,4,1,1,2,1,1
0c4b59f1-92a8-44f8-8b4c-691f35777460,5ae18dbc-c969-4751-9700-764eb2c58603,4ab8510c-0de1-0008-e063-6394a90ab878,True,True,True,True,True,True,1,2,2,2,1,1,3,4
c08b37c3-5f01-47ed-9508-02813bbd008b,d9b54ffb-864f-1ca8-e053-2995a90a5144,4ab6c45a-7fe1-1d11-e063-6394a90a7bbd,True,True,True,True,True,True,1,1,7,1,1,2,7,1
44b6cefc-7638-4437-95e7-8f239f66a9d4,d9b54ffb-864f-1ca8-e053-2995a90a5144,4ab50ad6-9813-7ab0-e063-6294a90af6c7,True,True,True,True,True,True,1,1,7,1,1,2,7,1
483f6fca-e04e-4086-aa44-a361322b811d,d5fb76d8-6a9b-fc0c-e053-2995a90ac479,26c0009a-da21-48b0-a02a-2161e335a2c7,True,True,True,True,True,True,1,1,1,1,1,2,3,1
3e6b9d55-f9bb-4bf2-bc6c-975cc0d94d23,14464dfb-94a5-43a1-923e-d462b7ade131,c7a608da-8023-4dbc-9824-63de1cdba2bf,True,True,True,True,True,True,2,3,5,1,2,2,4,1
8bce45db-dea7-4090-9d64-8b11b08d963e,9c595e63-08b4-3358-e053-2995a90a54c4,7d1ab27d-a0ee-41d0-96b0-113fc6258c26,True,True,True,True,True,True,1,1,1,1,1,2,4,1
d92dc643-37b1-4d1e-8fc0-cfb27c3e2702,b8dfb680-8a9c-5315-e053-2995a90aa59d,4aa2e667-c4dc-c260-e063-6294a90ab59c,True,True,True,True,True,True,1,1,2,1,1,1,2,1
240c4744-e58c-4c08-93ad-8d6418c4f8a9,b5a745c6-dff7-7d08-e053-2995a90a8558,4a996c97-9beb-712a-e063-6294a90a1994,True,True,True,True,True,True,1,1,1,1,1,1,3,2
d34362ed-e821-4c55-9f8c-3dfb772b1b2a,ebc84746-7766-38a8-e053-2995a90ae36a,4a935e59-bd47-9aae-e063-6394a90aad58,True,True,True,True,True,True,2,1,4,1,2,1,4,1
03586c40-eb32-45c5-beb7-6762a6b78790,a838abc8-cd9d-b312-e053-2a95a90a3953,4a900d2c-12d3-6bfa-e063-6294a90af009,True,True,True,True,True,True,1,2,2,1,1,1,2,1
4a900d2c-12d1-6bfa-e063-6294a90af009,e3e35f97-6cb5-4b1c-a345-b9e941d53280,4a8ff78d-a0cb-f177-e063-6394a90afa2d,True,True,True,True,True,True,1,1,2,1,1,1,2,1
83297e2e-9199-4b3d-9f44-a921787758fe,9c97707b-f86e-780f-e053-2995a90ad627,4a8e8fa1-70f9-ff7a-e063-6294a90a6e45,True,True,True,True,True,True,1,1,1,1,1,2,12,3
b418946a-1ab4-4d89-a012-d94fc361a3c4,ebc84746-7764-38a8-e053-2995a90ae36a,40d4ed67-c51d-40d0-8a32-ecfdbf069f9a,True,True,True,True,True,True,1,1,4,1,1,1,3,1
33ad1eb2-1f05-461c-b01d-82dee4231556,21ff31d2-239a-4997-b999-3b7cc55994b9,0e0defca-901d-4b4b-ac96-ac72fcfe4303,True,True,True,True,True,True,1,2,1,4,1,2,1,4
636665be-9d7e-443a-8134-e8cc47e6ba24,ebc84746-7764-38a8-e053-2995a90ae36a,e10b90de-4a0a-413e-a5f9-6978a183b568,True,True,True,True,True,True,1,1,4,1,1,1,4,1
b4736dbc-b7c8-4b33-b7a8-a47c5654a127,b3493429-e973-4c38-8e7b-23376075bd20,db93edb4-792e-4925-9002-90978afa8cb1,True,True,True,True,True,True,1,1,3,2,1,1,3,1
4aa880a4-7ec0-9155-e063-6394a90a8f3e,caa5e0f0-a668-4941-8327-ddbdc696bce4,4aa880a4-7ec1-9155-e063-6394a90a8f3e,True,True,True,True,True,True,1,5,3,2,1,1,2,1
240c4744-e58c-4c08-93ad-8d6418c4f8a9,b5a745c6-dff7-7d08-e053-2995a90a8558,4a5fc1fb-f45b-4ffd-e063-6294a90a1ba5,True,True,True,True,True,True,1,1,1,1,1,1,3,2
860e0ee0-b24f-4eff-b196-b9b03b37d3d5,e3e35f97-6cb5-4b1c-a345-b9e941d53280,84ceb815-abd5-4073-9509-2bbd61c34af8,True,True,True,True,True,True,1,1,2,1,1,1,2,1
2e331641-ec26-4d76-b16b-a9863c767afe,12e0dcb9-e210-413b-9c77-cdeccd600e82,6af55316-950c-402a-b479-4fdf6bc662cd,True,True,True,True,True,True,1,1,4,1,1,2,5,1
d1f97615-e888-421e-b50a-95a87a1965ff,58b20655-c2be-4944-ad89-d2526af0949f,4a2cbed1-d548-b830-e063-6394a90a0ee6,True,True,True,True,True,True,1,1,3,1,1,1,3,1
7e400611-7432-4911-8662-1f0a740f76bb,5ae18dbc-c969-4751-9700-764eb2c58603,4a2c874e-7fc0-212b-e063-6294a90a7b66,True,True,True,True,True,True,1,2,2,2,1,1,3,4
4a2bba2d-9b7a-f43a-e063-6294a90af80e,5a93579c-5d45-4662-b39c-8d93b04f52dc,4a2baf2b-9abf-e333-e063-6294a90a110c,True,True,True,True,True,True,1,4,3,1,1,4,3,3
4a2bad30-e7cf-c48a-e063-6294a90a5f47,24733c5a-94ea-400b-8e16-62cf696802b1,4a2bac52-0c12-93ee-e063-6394a90a0730,True,True,True,True,True,True,1,2,3,3,1,1,3,4
cac17277-3481-4661-935f-efc48fff534c,ebc84746-7766-38a8-e053-2995a90ae36a,4a16df46-6bfb-37c2-e063-6394a90a9525,True,True,True,True,True,True,2,1,4,1,2,1,4,1
545ec40d-2db1-4581-b3ec-ce195e5f5400,55689f10-365b-449e-b224-52363f835529,4a16ce66-f7bf-0dbb-e063-6394a90ac907,True,True,True,True,True,True,1,1,1,1,1,1,1,1
a4cf3107-5646-4b91-8aae-94548e4409ef,55689f10-365b-449e-b224-52363f835529,4a152b72-65fd-e48b-e063-6394a90a1b84,True,True,True,True,True,True,1,1,1,1,1,1,1,1
8ee94789-72d2-4c42-9dbd-0501e9767d97,55689f10-365b-449e-b224-52363f835529,4a15237c-a80a-c61c-e063-6394a90a93c0,True,True,True,True,True,True,1,1,1,1,1,1,1,1
884cdbf6-0a52-4126-8e14-b0d7c9367e33,55689f10-365b-449e-b224-52363f835529,4a14fc67-5718-ab7a-e063-6394a90ae5ec,True,True,True,True,True,True,1,1,1,1,1,1,1,1
0ef807d2-5d66-40c2-be3e-ff6176a35295,d610062d-3995-dec3-e053-2995a90a9ca1,4a13e11b-5f03-a0c1-e063-6294a90aa2f6,True,True,True,True,True,True,1,1,1,1,1,2,9,1
76a6ff21-7157-4213-8073-35837a3ac07e,df73d27f-b566-7612-e053-2995a90a167d,4a065965-43be-e0e3-e063-6294a90ad76a,True,True,True,True,True,True,1,1,5,2,1,2,5,2
9eb6b0d1-b301-4847-88f5-f8613d550ecc,df73d27f-b566-7612-e053-2995a90a167d,4a034c6c-ff07-6450-e063-6294a90a843a,True,True,True,True,True,True,1,1,5,2,1,2,5,2
2ffee7e7-bfa0-4933-9baf-7df55080816e,34723420-dabe-4070-83f1-5de1db603532,49fe33c0-b2ae-e0c1-e063-6294a90a36a4,True,True,True,True,True,True,1,1,3,1,1,2,9,1
a97ebf51-4f68-4426-9958-5c59f91b1d47,c1ad6073-63f4-669f-e053-2995a90aacee,49fd09a5-aa09-e807-e063-6294a90af3d9,True,True,True,True,True,True,1,2,3,1,1,2,3,1
edace25a-3296-9ca7-dcb8-d0698f65840d,c1ad6073-63f4-669f-e053-2995a90aacee,49fce536-9885-9845-e063-6394a90af375,True,True,True,True,True,True,1,2,3,1,1,2,3,1
78509a43-a907-4359-9022-f38c4f765880,da1eee2b-ebe6-4af3-ad52-2b349a360a9a,49fc9e85-3dc2-064f-e063-6294a90af582,True,True,True,True,True,True,2,4,3,4,1,2,3,3
04766f1d-7a69-49ed-8fd3-1a6305505d47,e844a4cf-bbac-21a0-e053-2995a90a1f6c,48423caf-4df2-4653-a8ed-b28462757ed3,True,True,True,True,True,True,1,1,3,1,1,2,3,1
7243bf2c-2c44-4dff-8a9e-d788d31dca86,802892dd-9061-400e-b20d-d7a005b3877f,dfa24eae-037c-41c4-b423-96a3c1436fa4,True,True,True,True,True,True,1,1,3,1,1,1,3,1
7e7261d7-4902-4bb5-a268-6c358890f963,df73a68b-3305-1174-e053-2a95a90afebf,49f14ddb-86af-3800-e063-6294a90a9058,True,True,True,True,True,True,1,1,5,1,2,2,5,1
de4916c5-bdc8-4da9-a857-a319882a831a,ead5985f-7585-52ae-e053-2a95a90affce,49f0d87f-9010-9aa8-e063-6394a90aa3ce,True,True,True,True,True,True,1,1,1,1,1,1,1,1
528a6f12-9878-4005-8fc2-5997adbb287f,b3ea8ff0-0539-46fc-9ab6-aa6e8cb72549,49eebaaa-228c-8306-e063-6294a90af0e9,True,True,True,True,True,True,1,2,3,1,1,2,3,1
5f9e13f5-69ee-4220-90d9-31fa8660d880,d6a6e6e8-3842-49a7-883b-82aa0916f3c7,49eea298-a482-2a2e-e063-6394a90a4a1a,True,True,True,True,True,True,1,2,3,1,1,1,3,1
e7798493-9407-4a5d-9c90-0cc336c59ec1,ef6a8b2a-010d-10dd-e053-2a95a90a1555,49ee1012-eece-2e47-e063-6294a90add16,True,True,True,True,True,True,1,1,1,1,1,1,1,1
cd94158b-43fa-44fc-a858-0983770efa83,ebcdf21f-b60e-108b-e053-2995a90adb7a,f875882a-3457-445d-8519-d520aef273ac,True,True,True,True,True,True,1,2,3,3,1,2,3,3
e8ef9489-83a2-4817-b21c-ea3fecd8c8dd,c51e584e-be7e-4807-aa09-ef3eca459a2f,dbb6c949-66b1-4f60-ab96-442dd8b4ea19,True,True,True,True,True,True,1,1,3,2,1,1,3,2
53747336-dc8d-4d28-8832-5e59ccc5b64c,9853c9a4-1176-4ff0-b03e-19f2924fd093,49d97d78-d273-dac5-e063-6394a90abdc3,True,True,True,True,True,True,2,2,4,1,2,2,4,1
f07d81bc-5090-fbc5-2945-557cf002849c,aae1df09-1482-4aef-a038-11295c610473,641acdcc-9618-84e0-a09a-cbf956ffbe61,True,True,True,True,True,True,1,1,4,1,1,1,4,1
a7b76864-6de7-45f6-be5b-5ecfca811627,58b20655-c2be-4944-ad89-d2526af0949f,499eab19-cf6f-dfcd-e063-6294a90acc1d,True,True,True,True,True,True,1,1,3,1,1,1,3,1
c66de0d3-3b0f-4e52-a712-60357a107676,ef6a8b2a-010d-10dd-e053-2a95a90a1555,499bd12a-314b-4767-e063-6294a90abbbc,True,True,True,True,True,True,1,1,1,1,1,1,1,1
33f07aac-4dc5-4f97-976a-a84f93497bc6,b8dfa252-0f9d-9e68-e053-2995a90a7596,499b72b7-b905-4be2-e063-6394a90ae98d,True,True,True,True,True,True,1,1,2,1,2,2,2,1
b0e0243e-59b3-4f73-8c21-86b60fc7894b,aab4e662-7458-41e6-b420-276d64c164a1,499a5e50-a378-7aff-e063-6294a90adc85,True,True,True,True,True,True,1,1,3,1,1,2,3,1
6caf3b55-9bf4-4355-9e25-8bf368943fdd,da1eee2b-ebe6-4af3-ad52-2b349a360a9a,499a043c-e748-b502-e063-6294a90a5924,True,True,True,True,True,True,2,4,3,4,1,2,3,3
5a7594ca-30be-4350-827f-ef745a2a7e18,d60feb9c-08c2-7a56-e053-2995a90a7892,4999f880-cf37-837f-e063-6394a90a72d2,True,True,True,True,True,True,1,1,1,1,1,1,3,4
623b9672-b41e-4ec9-b2cc-f5bb383c39ba,91447af3-b3d6-4ffe-8c89-1869a22373ba,4998256c-f83d-2dad-e063-6394a90a36f9,True,True,True,True,True,True,1,2,2,2,1,1,3,2
19c13159-71f1-2427-e063-6394a90ad44e,d61122ee-7e38-7d22-e053-2a95a90a2611,498c3694-e016-6a58-e063-6394a90a4719,True,True,True,True,True,True,1,1,1,1,1,2,3,1
88c5af84-900a-4372-b056-bfea70c129cf,dad6f70f-70c9-4152-bd36-9cb3537239da,498ba415-dab9-ce68-e063-6394a90af1b4,True,True,True,True,True,True,1,1,2,2,1,2,7,1
41496b0d-f1ca-4e9d-e063-6394a90aec1d,5a93579c-5d45-4662-b39c-8d93b04f52dc,498adc5b-0e72-f64c-e063-6394a90a62ea,True,True,True,True,True,True,1,4,3,1,1,4,3,3
7646ca22-710e-4a5c-9613-b829e2f9d5ce,8cdb3181-3666-48aa-a197-fb3a1e082e74,4986b1dd-db93-908e-e063-6394a90a8a67,True,True,True,True,True,True,1,1,1,1,1,1,1,1
3d69af75-7615-4ec2-b7ef-467b2558c5c8,ba26436d-7009-476f-23b0-45676a0e7805,4974003a-4507-1afb-e063-6394a90ae2d6,True,True,True,True,True,True,1,2,4,1,1,2,4,1
c54baaee-8ea4-45f5-a5c8-bb84cf86832f,6714ab49-287c-460f-84c6-4a2eb909b896,9a8696a0-2dff-4277-a9a7-1a897f9a1860,True,True,True,True,True,True,1,1,1,1,1,2,1,1
89db0dec-3800-4d89-a765-24838f4d0c30,aab4e662-7458-41e6-b420-276d64c164a1,56ebf91c-df00-443d-8ae0-931ca637b45b,True,True,True,True,True,True,1,1,3,1,1,2,3,1
83297e2e-9199-4b3d-9f44-a921787758fe,9c97707b-f86e-780f-e053-2995a90ad627,4961b84f-72e1-d304-e063-6394a90a1b07,True,True,True,True,True,True,1,1,1,1,1,1,12,3
2a7300d3-95e3-427e-bf37-55fa654cc90a,ba26436d-7009-476f-23b0-45676a0e7805,495125d8-ac8a-f983-e063-6294a90a08b8,True,True,True,True,True,True,1,2,4,1,1,2,4,1
68de2a51-69b2-4d99-be79-36a95a4bc475,ba26436d-7009-476f-23b0-45676a0e7805,494f4e23-fd6a-1e40-e063-6394a90ae99f,True,True,True,True,True,True,1,2,4,1,1,2,4,1
b513823d-927c-4111-8766-e6c37f84b221,ba26436d-7009-476f-23b0-45676a0e7805,494f3cdf-ab7d-4d4f-e063-6294a90af79c,True,True,True,True,True,True,1,2,4,1,1,2,4,1
c8841b89-b451-4b7c-8110-6a3a58cb986a,df73a68b-3305-1174-e053-2a95a90afebf,494f01b2-8513-f5a5-e063-6294a90ab408,True,True,True,True,True,True,1,1,5,1,2,2,5,1
ad350abc-a1fc-4be4-b2be-c629121552a0,ba26436d-7009-476f-23b0-45676a0e7805,494dfc75-c2f2-1ebc-e063-6294a90ae1b0,True,True,True,True,True,True,1,2,4,1,1,2,4,1
71815e8f-33ed-4f36-a8ec-d4443151a9d8,afeb255e-78c8-1998-e053-2995a90a22e6,494c84a9-f37d-e79d-e063-6294a90a9ae8,True,True,True,True,True,True,1,1,3,1,1,1,3,1
7050dd33-a547-4e07-a914-56267ead67ce,24733c5a-94ea-400b-8e16-62cf696802b1,4913f4a3-a238-7b28-e063-6394a90a2dd7,True,True,True,True,True,True,1,2,3,3,1,1,3,4
1705bab2-a2f8-4534-b1fc-eb309cd2696b,ba26436d-7009-476f-23b0-45676a0e7805,491155e5-a917-f279-e063-6294a90a8b30,True,True,True,True,True,True,1,2,4,1,1,2,4,1
b1bd0d02-eccb-4449-82b9-9b552835029e,55160086-9335-4d4b-bfc9-bb77270e0bb5,49111ac2-8af6-56f8-e063-6394a90a6882,True,True,True,True,True,True,1,1,1,1,1,1,1,1
3ab4ad3d-7795-058a-e063-6294a90abc86,5a93579c-5d45-4662-b39c-8d93b04f52dc,4910735f-515a-6896-e063-6294a90a3e7c,True,True,True,True,True,True,1,4,3,1,1,4,3,3
49104797-8202-1376-e063-6294a90adb38,9c5944f3-9339-b174-e053-2995a90ac030,49104c85-4322-3bb3-e063-6394a90a350e,True,True,True,True,True,True,1,1,1,1,2,4,3,1
748ebea5-c65b-4b5a-b237-f4eb880865fa,55160086-9335-4d4b-bfc9-bb77270e0bb5,490e79de-1149-1bdc-e063-6394a90ad7aa,True,True,True,True,True,True,1,1,1,1,1,1,1,1
4f08cfc9-7afc-33aa-e054-00144ff88e88,d60ff437-d1c6-789a-e053-2995a90afbed,490debf7-a097-8582-e063-6394a90a851e,True,True,True,True,True,True,1,1,1,1,1,1,1,1
fd92c8d3-17ec-477c-bc25-e5239c8606ac,d610062d-3994-dec3-e053-2995a90a9ca1,339cfb58-17b5-460a-a7bb-fd5334fbc148,True,True,True,True,True,True,1,1,1,1,1,1,3,2
12053b08-7e66-c6f3-e063-6394a90a9cd9,d61c3e86-1857-9f4c-e053-2a95a90a94fb,48fbfef1-1e3b-4558-e063-6394a90a2454,True,True,True,True,True,True,1,1,1,1,1,1,1,1
a26772e7-6e4d-489b-bb5e-5bc322ef6dfe,e844a4cf-bbac-21a0-e053-2995a90a1f6c,48f9f3ec-55e5-fe3b-e063-6394a90a8aa2,True,True,True,True,True,True,1,1,3,1,1,2,3,1
b856bfaf-ec6b-4171-81c4-b9b07f780084,d94fb558-d963-5c7a-e053-2a95a90a04b4,48f8965d-d9ca-7c96-e063-6394a90af350,True,True,True,True,True,True,1,1,3,1,1,1,3,1
45454555-7402-41cb-a452-e6a76e04f387,9853c9a4-1176-4ff0-b03e-19f2924fd093,7dd85e52-3c8c-4ca2-b9fa-0dfaed81123e,True,True,True,True,True,True,2,2,4,1,2,2,4,1
cba7628c-30b2-5d26-e053-2a95a90a3e57,9cad1861-e8f9-0ee6-e053-2995a90aba73,48ec0cc0-9916-db6b-e063-6294a90a4bea,True,True,True,True,True,True,1,1,1,1,1,2,4,2
3bc74e76-0517-69c6-e063-6394a90abe75,aab4e662-7458-41e6-b420-276d64c164a1,48ec0cc0-9915-db6b-e063-6294a90a4bea,True,True,True,True,True,True,1,1,3,1,1,2,3,1
1d89cba4-432b-4a98-8969-5a019dced8d1,da9a4e0e-1f51-4f21-8077-c6e98e29280a,48e8237a-ebac-db72-e063-6394a90a1f11,True,True,True,True,True,True,1,1,1,1,1,1,1,1
951df0f7-5fb7-40f5-e053-2995a90a1edd,d61c28e6-9c55-12db-e053-2a95a90a4e97,48e822c3-2234-ef3e-e063-6394a90a45db,True,True,True,True,True,True,1,1,1,1,1,2,3,1
303989c9-823e-4bcb-a7b3-7024fd0d3a38,24733c5a-94ea-400b-8e16-62cf696802b1,48d6a1d8-b643-2332-e063-6294a90af0ab,True,True,True,True,True,True,1,2,3,3,1,1,3,4
7f701cb4-3089-375f-e053-2991aa0a51b9,b673720f-b62b-4afc-ac25-cb2ac4cf326f,48d3c3e9-e4a2-5516-e063-6294a90a3dd3,True,True,True,True,True,True,1,2,3,1,1,1,3,1
2121cd9b-a2c0-4f19-a33d-939c6fb3826d,3b702d9e-d57e-4754-a7bf-6d7138a1a1aa,48d1f2d3-54a0-2106-e063-6394a90ae81f,True,True,True,True,True,True,1,2,3,3,1,2,3,3
f2b42bdc-47e0-19c5-e053-2a95a90a1828,e844a4cf-bbac-21a0-e053-2995a90a1f6c,48c3e3f2-09c2-c403-e063-6294a90aafde,True,True,True,True,True,True,1,1,3,1,1,2,2,1
f2b35586-d550-3fcb-e053-2995a90a3403,afeb255e-78c8-1998-e053-2995a90a22e6,48c3b853-1eef-73bd-e063-6294a90a9355,True,True,True,True,True,True,1,1,3,1,1,1,3,1
05ba1369-6484-75d4-e063-6294a90a63e4,e40f4475-c8d3-48a6-913f-cf7c8c7b119b,48c2dd05-3fd2-f936-e063-6294a90ad6eb,True,True,True,True,True,True,1,1,3,1,1,1,3,1
07eb5abf-2322-4fb9-e063-6394a90a2311,2fbdd00d-733b-49f9-70b4-c1aefa75d6a4,48c2d3e0-cf43-2438-e063-6294a90a9557,True,True,True,True,True,True,1,1,3,1,1,1,3,1
e9151c1b-b70c-477b-868a-fffdc5c51830,7cfc7c84-7d98-4060-bb6c-8268244be3cb,48c17e3b-f248-1cef-e063-6294a90a467b,True,True,True,True,True,True,1,1,2,2,1,1,3,1
25b377f7-ea89-fb56-e063-6394a90a239d,aae1df09-1482-4aef-a038-11295c610473,48c104bb-d8d9-2940-e063-6394a90aeab3,True,True,True,True,True,True,1,1,4,1,1,2,4,1
32afb28a-dc4c-4a7e-9701-1825f805e7df,9853c9a4-1176-4ff0-b03e-19f2924fd093,48bff792-4d3d-cb61-e063-6394a90acbea,True,True,True,True,True,True,2,2,4,1,2,2,4,1
9bcc7f09-d2b5-4602-aaf3-5410b55ce275,b87823c8-5dc9-4558-b145-b4b4ff8a7d25,48bed60b-b71a-891d-e063-6394a90aa6c3,True,True,True,True,True,True,1,1,4,1,1,1,4,1
93c8deae-3103-4cbf-a5d1-fe0d37e76df8,2f692050-7ea1-49b8-a19d-3b0134b7aa2a,4658e557-69fa-4884-904c-fae9fe8012be,True,True,True,True,True,True,1,1,2,1,1,1,2,1
09fb3100-1e06-4cdc-8016-7e4f5d097490,ebc84746-7766-38a8-e053-2995a90ae36a,09fb3100-1e06-4cdc-8016-7e4f5d097490,True,True,True,True,True,True,2,1,4,1,2,1,3,1
9c18eaf1-4a0b-4916-70b2-88a827494711,b5a745c6-dff7-7d08-e053-2995a90a8558,55b04269-e58a-4df8-a18c-4643c2e1433a,True,True,True,True,True,True,1,1,1,1,1,1,3,2
3b2dd84e-cee8-4e58-d494-395a65a353a0,b5a745c6-dff7-7d08-e053-2995a90a8558,78818553-f818-42a1-81b9-e5a5a5da5a27,True,True,True,True,True,True,1,1,1,1,1,1,3,2
ae801b15-0462-44af-99a4-affe3eed899a,3c59b310-6a02-451b-bc53-a29022509963,555edf7e-85bf-492f-8e14-c53f72aa5b38,True,True,True,True,True,True,2,3,3,3,2,4,3,4
b96ae7f1-7d4a-a211-e053-2995a90ab6e2,9dbc8f0c-8137-41f5-a80c-c8ba1d9111c9,488420ae-b4b6-d0ab-e063-6394a90a89bf,True,True,True,True,True,True,1,1,3,3,1,1,3,3
0a28ae25-7cc4-4ac0-a2ba-7820fb93e25c,7cfc7c84-7d98-4060-bb6c-8268244be3cb,487d000e-9dec-3e6f-e063-6294a90ae8b0,True,True,True,True,True,True,1,1,2,2,1,1,2,2
3f4e703a-e398-42fd-8759-e398c79955f1,4fdf3b7e-f6ff-4d78-a928-c9d47c5bc9d9,4f08b804-ef2d-4c9b-8553-c2bc7fa1fd71,True,True,True,True,True,True,1,1,2,1,1,1,1,1
a382ac4d-9ab9-796a-e053-2a95a90a2c26,ef76c5ec-1385-4a2a-bea2-811998f57ced,4875c084-69f6-d254-e063-6294a90ada37,True,True,True,True,True,True,1,1,3,1,1,1,3,1
